monthly_spending,premium_subscription,income,age,urban_area,family_size,free_trial_banner
5432.086228702038,0,85018.52856061875,36.0,0,1,0
24481.923089920616,1,109794.91845507438,29.0,1,4,0
3372.6765957761104,0,76067.04702422714,43.0,1,2,0
1.0,0,33340.42037497153,35.0,0,3,0
4612.922549454268,0,56036.71401572544,31.0,1,2,1
14318.427637286475,1,176258.27522334585,49.0,1,1,1
18220.08171358035,1,24040.065625734536,42.0,1,4,0
14549.857261977639,1,57647.7786366614,34.0,1,4,0
9706.920834484761,1,50208.81883505084,19.0,1,3,0
8332.158060019508,1,70289.2170706634,31.0,1,2,1
5665.988123519893,0,96192.60942451586,58.0,0,2,0
15153.240780143202,1,147907.96245699353,30.0,1,1,1
1.0,1,57808.0780759999,57.0,0,3,0
11161.88182390362,0,99326.79623989658,49.0,1,2,0
4201.920819067886,0,84954.41287060952,18.0,0,2,1
10917.195828635256,1,83882.61407034544,32.0,1,3,0
12716.727785950998,1,49913.06315919067,18.0,1,2,0
6494.486487555291,1,40188.624648137826,33.0,0,4,0
11068.022221325406,1,38176.61535596311,30.0,1,2,1
3563.234537527705,0,45332.58621217282,53.0,1,2,0
17608.040518362366,1,77718.08690235787,36.0,1,2,0
16512.095921897075,1,96807.01082926178,26.0,1,2,1
25605.07189323487,1,77787.37515512778,35.0,1,3,1
16373.534986934366,1,50288.03484279615,34.0,1,4,0
10012.788727532197,0,163241.3492570619,45.0,1,2,1
19433.665138890483,1,141411.9883112557,22.0,1,1,1
6104.319546157569,0,55436.85718224129,28.0,1,5,0
1872.7407499222065,0,43839.22734369912,38.0,0,1,0
17750.87252484822,1,70622.74064565102,32.0,1,3,0
23468.697746167858,1,124697.90391774007,35.0,1,5,0
5966.630033023328,0,78149.7774898734,18.0,1,3,1
21664.104539380536,1,87402.07934165036,43.0,1,2,0
6269.599345309885,1,59513.588217401215,36.0,1,1,1
15155.586456082818,1,83127.88196402906,42.0,1,2,0
18252.24335181061,1,143239.34132894714,18.0,1,3,0
2265.5257205677767,0,58698.27444758171,25.0,0,2,0
12053.889284671535,1,71086.58117432949,33.0,0,2,0
6667.4695848044375,0,75124.96742860955,33.0,1,2,1
12708.189156953022,1,76256.86154416726,35.0,1,3,1
7033.15742588966,1,32664.873086580217,35.0,1,3,0
11022.330236990518,1,25888.798714199715,37.0,1,3,0
9121.08433592663,0,39742.34267978621,42.0,1,3,0
6983.936613467073,0,71967.58927560691,35.0,0,2,0
21902.50805886788,1,87284.49176211093,38.0,1,3,0
1395.39373917401,1,50749.78802830719,25.0,0,2,1
26335.283336476186,1,131745.6885557547,30.0,1,3,0
8752.557364801252,1,61599.68358103484,40.0,1,1,0
1737.1496652818205,0,66846.75227774923,23.0,1,2,0
15808.316647963105,1,60055.118712942465,49.0,1,4,0
12152.589117200829,1,70757.47024075051,28.0,0,1,1
4124.626108256058,0,94111.64196739532,44.0,0,2,0
19214.122720739284,1,92302.51968273162,45.0,1,4,1
2112.915333269605,1,42225.877783234566,31.0,1,1,1
16640.283217922308,1,141751.65375718026,28.0,0,4,1
7843.236440530087,0,38272.49501233977,48.0,1,4,0
4119.083467127058,0,68845.04317731418,28.0,1,2,1
19720.688214780155,1,57687.84162601824,31.0,0,4,0
7792.019796758221,1,39163.64458309586,34.0,1,1,0
5447.4533751563495,0,63731.8493251548,50.0,1,5,0
2374.694323252351,0,45688.09836678573,21.0,1,2,0
5441.00491320896,1,68627.84407288037,40.0,0,1,0
5934.4845888064,0,80946.44001902279,58.0,1,3,0
5123.71377003317,0,138131.95245270466,39.0,0,3,1
4189.501205623328,1,77164.29347885668,33.0,1,2,0
2999.6490452336157,0,48746.43423471609,40.0,1,1,0
3170.265277137463,0,54403.844137526634,43.0,1,2,0
11715.811061072636,1,70968.3337531304,30.0,1,1,1
5716.5657405576585,0,69336.75465136861,39.0,1,2,0
15496.380851292459,1,137282.2952573791,44.0,1,2,1
9887.043398163336,0,132943.09584743596,18.0,1,3,1
6361.956200426292,1,55300.21287048462,19.0,1,1,1
20424.98931447652,1,50295.90473162022,40.0,1,3,0
17532.122427738115,1,18425.16547398278,29.0,1,3,0
13689.365624574937,1,50288.90691713363,30.0,1,1,1
5116.161542736174,0,40577.58692434658,35.0,0,2,0
4452.930495583445,0,55414.012333006074,41.0,1,2,0
9344.9468545268,0,80482.2644043783,21.0,1,3,0
17377.595189192463,1,72301.2115016759,28.0,1,4,0
14154.213684870923,1,65187.042693893,24.0,0,3,0
19990.47883185168,1,73115.16322929374,39.0,1,5,0
2246.0014634583167,0,62127.3204111872,18.0,1,3,0
7291.565991380976,1,73021.51963956784,30.0,1,2,0
1.0,1,13153.88585243846,36.0,1,1,0
2864.1808612149694,0,57835.22251452483,30.0,1,2,0
5553.339266857652,0,62603.385648871285,35.0,1,2,1
7267.292961151534,1,55791.072353083306,20.0,0,1,0
11496.550425134541,1,59339.28644694472,34.0,1,3,0
7881.93440823192,1,94056.88698572623,41.0,0,3,0
689.7173050129682,0,49067.262227780826,21.0,1,1,1
24786.83202169473,1,198858.94824705625,33.0,1,4,1
15344.52163153469,1,93353.48352677413,44.0,1,3,0
17162.53789661944,1,65962.8098153198,35.0,1,4,0
14398.261400877098,1,59675.02370256768,36.0,1,3,0
6232.411478241267,1,63369.55732986424,38.0,1,1,0
10880.622881743611,1,41870.90465361353,18.0,1,1,1
8283.753254414263,0,63095.121412814726,28.0,1,4,0
15206.057853643119,1,76064.8662372515,41.0,1,4,0
13345.752532879977,1,88412.69154079347,34.0,0,3,0
6818.337757385657,1,88419.24155346362,27.0,1,1,1
12056.905712074857,1,57673.97014565482,20.0,1,3,0
13043.499548473545,1,32596.456780692202,36.0,0,1,1
1.0,0,47355.9943339378,46.0,0,2,0
20341.58284696903,1,148167.18171537298,28.0,1,5,0
16216.034738612465,1,103572.70995714368,43.0,0,2,0
7436.07924932375,0,79603.21760207061,18.0,1,4,1
12520.562234578432,1,45222.6287958599,29.0,1,2,0
5038.670715355706,1,66291.87220528624,46.0,0,1,0
2005.9228320804464,0,35318.622633421604,42.0,0,2,0
9271.41263551248,1,50213.116788249805,32.0,1,3,0
3701.9537826168307,0,58536.06442437872,39.0,0,3,0
17445.52868500482,1,55225.497346388926,23.0,1,4,0
17769.773113383042,1,106755.98184375727,38.0,1,4,1
2590.9093524358764,0,32553.398245875364,58.0,1,1,0
2070.163312905057,0,42928.18422921352,32.0,1,1,0
14328.745935094606,1,33278.14035070814,35.0,1,3,0
6294.287718795884,0,35643.546786693216,35.0,0,2,0
4457.328523995412,0,70405.59040978752,18.0,1,2,1
1.0,1,29726.070473385174,30.0,1,2,0
6734.112605616512,0,96464.89024042455,37.0,1,2,0
3137.218935314444,0,58488.89063609452,18.0,1,2,1
12602.698173594992,1,68486.6535282435,28.0,1,2,0
3651.35353314159,0,77752.68545029218,47.0,0,1,1
1294.0619714144145,0,53258.71541125641,35.0,0,1,1
14770.800920053967,1,110883.99657008874,40.0,1,2,1
7089.943819871859,0,60043.74366407181,27.0,1,3,0
6085.457400914016,1,89057.28805241786,43.0,0,1,1
8679.882422327504,0,59900.72027294862,26.0,1,3,0
3148.7114628384124,0,76529.93065684855,34.0,0,2,0
4246.105713057451,0,76102.11494193063,26.0,0,2,0
6957.819582351838,1,74980.62079482086,34.0,1,3,0
5929.670677110383,0,40653.73835456944,39.0,1,4,0
19244.409352994044,1,82284.48779756618,23.0,1,4,1
5689.571267218318,0,56416.757122051305,41.0,0,4,0
5214.512939294447,0,90693.77630169516,35.0,0,1,0
4511.806897202595,0,22555.929915611854,39.0,0,3,0
1429.1561000294155,0,31807.006954353783,25.0,0,1,0
6752.257649688492,0,79357.86041251382,25.0,0,3,1
11523.390493597173,1,167957.08722170038,31.0,1,2,1
4926.917619647106,0,100461.45227046194,33.0,1,1,1
4363.377608350824,0,47040.985513729014,18.0,1,3,1
8310.50049892948,0,28395.15446920566,34.0,1,3,0
19572.13689935793,1,95927.03319659029,20.0,1,4,1
13570.297357625266,1,63558.014945918,27.0,1,4,0
18325.988162533293,1,88907.52903268067,35.0,1,5,1
9661.277078282892,0,70097.9873234923,24.0,0,5,0
17044.862251662384,1,67159.21768248307,26.0,1,4,0
7986.7761537295555,0,290486.5988679719,25.0,1,1,0
8469.762296065212,1,65968.65734342493,45.0,1,2,1
6885.530278451198,0,61106.736659408154,40.0,0,3,0
19990.17496921902,1,62272.52911200783,40.0,1,4,0
13706.352724571152,1,49425.98819392223,29.0,1,3,0
19064.302903134485,1,108560.88507688508,30.0,1,2,0
5994.9482949082285,0,55443.670207653886,47.0,1,3,0
15298.586893021362,1,90941.4664596366,42.0,1,3,0
11778.436876997328,1,76290.33322190648,33.0,0,2,0
5315.343113086037,0,121721.74390166432,18.0,1,2,1
3386.086385427225,0,81641.23943281567,41.0,1,1,1
3751.876605930799,0,36073.27658993662,30.0,0,1,0
5136.935596478557,0,34089.8889465883,18.0,1,2,0
7087.488776837919,1,133811.1254457741,45.0,1,2,1
916.5053565600122,0,48807.76013543494,43.0,0,1,0
1982.5693535619116,0,34190.34967904989,43.0,1,1,0
5398.510756236781,0,47343.77868744463,39.0,1,2,0
9317.605710231623,1,124531.33419277701,29.0,1,1,1
5659.098596628447,0,32529.20240860612,25.0,1,1,1
12067.569913121166,1,42905.37541519979,21.0,1,3,0
12008.392924019554,0,47410.369311379756,47.0,1,4,0
13108.804561231082,1,35397.803998726515,28.0,1,2,0
11394.057587966752,1,36601.2009152841,21.0,1,4,0
15375.348946673786,1,30975.319225993844,43.0,1,4,1
12736.466070040613,1,52544.00528695325,37.0,1,3,1
4870.9926052897845,0,55411.67464120657,45.0,1,2,1
2366.645478068572,0,47038.934101003906,18.0,0,3,0
14500.650128184585,1,28944.95148830963,34.0,1,1,1
11555.676355964655,0,123830.37609938165,35.0,1,2,1
14952.015136805374,1,34045.75333896505,39.0,1,4,0
8684.771836034684,1,76040.15659762693,27.0,0,2,1
9697.968712750351,1,38662.16311373401,25.0,0,1,0
19406.113433293278,1,92425.52216260614,31.0,1,2,0
5170.372590893453,0,106714.91133117437,55.0,0,2,1
8706.67124780946,1,42667.51797980067,42.0,1,1,0
6096.428242791261,0,25289.438454111456,30.0,1,4,0
17065.871320146452,1,93703.76600454618,57.0,1,3,1
12583.773021666972,1,169041.62635296874,31.0,0,4,1
3768.4344043153096,0,81458.36175354471,41.0,1,1,1
11123.80400088557,1,71701.87742828821,21.0,1,2,0
6991.955302565666,1,99695.94716323666,44.0,0,3,0
13912.420354049715,1,97005.93323621275,41.0,1,2,0
18656.969532473577,1,43717.579764036505,46.0,1,5,0
6220.385527784427,1,47592.20872868674,33.0,1,1,0
13470.921471815487,1,89819.89476571248,35.0,1,1,0
14987.4401317649,1,61573.898018779844,40.0,1,3,0
16885.806007704206,1,127810.34928041419,34.0,0,3,1
2298.321496338117,0,46528.90104868275,26.0,0,3,0
1479.5133337883492,0,96307.83534914484,46.0,0,2,0
13012.85915362301,1,78536.51781407847,31.0,1,1,1
3478.2196295457748,0,62117.387342568036,22.0,1,2,0
15569.853179737509,1,119128.1860360604,36.0,1,1,1
23502.900509358915,1,92970.33720129642,42.0,1,5,1
11755.929051179,1,40035.283160637984,19.0,1,4,1
7237.038947749631,1,91136.10616241329,31.0,1,3,1
23968.22364574616,1,131596.4492000892,47.0,1,5,0
131.6053037976717,0,61993.05586069708,50.0,1,2,0
9185.72047491123,1,58435.10345576789,34.0,1,2,1
5166.8815079237565,0,47343.10291252601,18.0,1,2,1
7704.326873866392,0,65722.59500616236,22.0,1,1,0
13801.123481922194,1,93255.68893830317,48.0,0,3,0
18218.952542181247,1,43965.73459083399,30.0,1,4,1
2179.0502292267,0,33752.88653584259,35.0,0,3,0
10719.19779114761,1,54837.25317886352,45.0,1,1,0
19079.16626618231,1,33194.434677942794,42.0,1,4,0
5127.251157423205,0,85957.58196931313,34.0,0,4,0
1490.917590191501,0,53458.189089754924,54.0,0,2,0
8096.11319117373,0,27509.841097361325,39.0,1,2,0
7299.165203409221,0,55586.53322014524,40.0,0,3,0
4568.856754547442,0,60095.636091878354,22.0,0,2,0
10173.42664815962,1,82831.83993047688,32.0,1,3,0
4134.027075540498,0,61532.34364162751,34.0,0,4,0
19252.533435194735,1,168444.77469217387,43.0,1,2,1
6144.322271916629,0,51054.45433937318,19.0,1,1,0
7656.326307285758,0,64138.540989488036,28.0,1,2,1
9459.515588405633,0,62852.41844226861,26.0,1,3,0
7383.599577833725,0,57450.89189057332,40.0,1,4,0
16426.896807857367,1,71055.2336633667,34.0,0,4,0
9269.37968537823,1,86735.24948520135,18.0,1,1,1
21536.703681734656,1,129320.53279029604,22.0,1,5,1
4132.028201037596,0,30193.197700977875,18.0,0,4,0
9504.364572754565,1,51268.33366590451,25.0,1,3,0
4312.501517983833,0,52897.654967337716,26.0,1,2,1
7560.88585299953,0,105759.73492297529,47.0,1,1,0
19540.598077656225,1,55363.09355738143,37.0,1,3,0
1747.9907792800348,0,25652.907665688537,36.0,0,2,0
3690.2490135437047,0,69138.37650522466,36.0,0,2,0
8680.89852558657,1,65065.86764877493,36.0,0,3,0
9785.686915513714,1,72393.78867311364,38.0,0,2,0
3095.355774831196,0,39336.91065540242,34.0,1,2,1
11215.084686571086,1,156297.62802993692,33.0,0,1,1
3071.772732212242,0,56278.62660910781,39.0,0,4,0
8167.081066744589,0,60225.52656574332,30.0,1,2,0
4425.0799644728495,0,42192.41375797599,42.0,1,4,1
5465.043548225542,0,41543.61000912925,36.0,0,3,0
4321.674120030316,0,35904.988495364414,36.0,1,2,0
16283.847027447355,1,54357.86401166463,44.0,1,4,0
2812.523947397928,0,40995.15141905925,43.0,0,3,0
23530.732544586048,1,185022.67620179107,36.0,1,3,1
1525.8212531012791,0,25738.772968865,39.0,1,2,0
9390.936361812308,1,37640.45665914652,23.0,1,3,0
3172.4075029877354,1,54138.06304638699,18.0,1,2,1
10744.383005539088,1,92664.95559658759,29.0,1,2,1
3725.48957342202,0,53804.99357974433,59.0,1,3,0
26788.74150291139,1,92779.56562321885,31.0,1,3,0
16649.16455762837,1,40400.52485619544,26.0,1,3,0
16237.09636371163,1,68162.20879086189,20.0,1,4,0
20034.888501980513,1,158264.11708335314,21.0,0,2,1
4800.366602209208,0,40787.37197838167,44.0,1,2,1
15521.490568062993,1,81616.26425548743,38.0,1,3,0
10548.515154519195,0,73384.1873093867,20.0,1,4,0
1.0,0,21466.148973796928,45.0,1,1,0
4793.757916520514,0,49291.8842480599,37.0,1,1,0
27281.11133793638,1,116491.77546781095,36.0,1,4,1
16418.793980580664,1,70794.65880596761,29.0,1,2,1
8687.820489519414,0,36093.40781170897,43.0,1,5,0
11146.112328962803,1,93469.32966184674,34.0,1,1,0
7352.7209291745585,1,52074.909452779604,42.0,1,2,0
6349.197692963666,1,79223.27128826645,27.0,1,1,1
6428.272286065177,0,79894.32134641572,37.0,0,4,0
5182.812879254663,0,37822.2260453712,32.0,1,1,0
15833.139366349578,1,98214.9789032997,33.0,1,1,1
3739.9454494653437,0,39984.43767956169,35.0,0,4,0
6835.808116826502,0,34444.58455453626,29.0,1,2,0
4671.371622048731,0,42556.39881553872,52.0,1,3,0
5041.912694713827,0,55656.54629219691,33.0,1,1,1
5401.822167824701,0,69891.657932734,27.0,1,1,1
5756.19519734949,0,44968.07775566912,32.0,1,1,0
7950.484072902538,0,96029.39833221358,28.0,0,3,0
14664.971561261396,1,75036.6614202305,21.0,0,4,1
5398.3856964219185,0,46751.46599688194,45.0,1,4,0
16058.378108285855,1,103207.46439237427,39.0,1,2,1
10097.506953946453,0,118247.3834484157,37.0,1,2,0
4690.059064060353,0,62985.363412458166,47.0,1,2,0
3955.6529163251935,0,59427.26920416286,41.0,1,1,0
1620.216473209567,1,27258.326781339838,34.0,1,2,0
12655.155846138096,1,53973.24305713311,41.0,1,3,0
12784.66782217786,1,57196.423187024026,26.0,1,4,0
3412.713133073612,0,74808.71767507988,20.0,1,1,1
17191.87041614123,1,60826.8622791303,37.0,0,3,0
25705.48423066509,1,74758.14653573195,32.0,1,4,0
25325.815361213587,1,142492.57109310647,37.0,1,4,1
10982.977018217058,1,50769.088318182905,46.0,1,2,0
13207.447273639438,1,51767.29502713952,42.0,1,3,0
14859.282142170561,1,34386.43185885561,35.0,1,2,0
6557.438373322035,0,65885.24309302913,23.0,1,3,0
13393.43981768018,1,107840.27661951704,33.0,1,1,1
10538.307657057188,1,27569.48503542066,47.0,1,3,0
6643.907424880517,0,47432.90743516245,18.0,1,4,1
15224.881988117328,1,67371.02115485494,44.0,1,3,0
14784.509600031959,1,101219.9794517498,31.0,1,1,1
13284.697119504657,1,80132.36585244704,27.0,1,2,1
7615.051627751389,1,77864.99822169004,41.0,1,1,1
3454.9249274934577,0,59150.69428358874,50.0,0,3,0
8754.534561180722,0,84198.89936828034,46.0,1,5,0
9497.208178838902,1,109880.85723848421,50.0,1,1,0
12373.231847676358,1,28155.672181526494,30.0,1,1,1
15237.507726909493,1,95250.7055601892,41.0,1,2,0
14685.168819502302,1,62982.99807124144,37.0,1,5,0
17299.519486106827,1,50767.19046346833,33.0,1,4,1
4884.1737945050645,0,19505.70190238645,41.0,1,4,0
10420.01304477905,1,33184.040721558085,26.0,1,3,0
24808.087387175754,1,154666.96882118547,35.0,1,3,1
17364.676615633125,1,46897.785403045455,35.0,1,2,1
5011.006916298638,0,38469.29287508422,23.0,1,4,0
19817.01848463766,1,52669.24732215003,39.0,1,3,0
11389.321055930117,1,45589.21202301375,24.0,1,3,1
1918.2292904084138,0,70416.24837587851,41.0,1,1,1
13144.123386929117,1,141278.27968425193,35.0,0,1,1
4913.682022570101,0,49349.94964882599,40.0,1,1,0
9979.977024059823,1,71478.00259097171,19.0,1,3,0
4270.963089388089,0,37286.30683985491,19.0,1,2,0
6000.8737097144085,0,141503.99389921746,45.0,0,2,1
8010.911416959578,0,72730.90826216362,42.0,1,3,0
12573.7263684746,1,38526.070168723156,34.0,1,3,0
24012.61447848261,1,104000.72092465509,35.0,1,4,1
4768.411509696671,0,120570.97037296143,45.0,0,3,0
4449.682717356265,0,71734.57885734132,39.0,0,1,1
5092.5476095625045,0,29152.662229307334,28.0,1,2,0
16171.430668033983,1,161552.33207276074,44.0,1,2,0
19500.208128635535,1,77270.01540652936,18.0,1,5,0
22090.16810339186,1,118803.61903220385,40.0,0,3,0
18901.975020545437,1,50239.32660259229,18.0,1,4,0
13765.210374695742,1,54213.652000185255,36.0,0,3,0
5122.541324413775,0,69928.35903819304,51.0,1,3,1
10162.56544611705,1,115462.47207159613,34.0,0,3,1
10640.939131188305,0,71075.28981347919,29.0,0,3,0
8519.513236692594,1,35298.05328733581,37.0,0,1,0
12166.055783533884,1,75432.58318561444,47.0,1,3,0
30063.57476087981,1,149457.46215653562,46.0,1,4,0
5087.397515036865,0,68384.61430392716,46.0,0,3,0
260.35590868073814,0,70593.45839461008,31.0,1,1,1
2539.649130107267,0,35197.422293558644,56.0,1,3,0
5943.818327193907,0,32810.552202965235,29.0,1,4,0
7574.000551201977,0,48105.60274970958,33.0,1,2,0
5049.902322289978,0,56203.8858477915,33.0,1,2,0
6841.492195990231,1,69705.21171656928,19.0,1,3,1
10236.245063757944,1,71896.1853408567,39.0,1,1,1
10995.522236627852,1,147407.15891590016,32.0,1,1,1
6509.148533235474,0,68141.63728827145,47.0,1,4,0
17433.547470103622,1,112669.19700909416,29.0,1,3,1
17918.43105279029,1,64882.63702905871,38.0,1,5,0
13444.52847123364,1,136550.77545750278,46.0,0,3,0
7769.2967457537125,1,25972.699876862374,31.0,1,2,0
24267.401406784236,1,49051.895900919495,42.0,1,5,0
6069.985299295395,0,108176.20432293102,49.0,1,1,1
12132.684365904694,1,60730.54101440143,35.0,0,2,0
11582.303458747037,1,105426.02558774046,34.0,0,2,1
4667.913372050757,0,80220.39404678924,31.0,0,2,0
15267.630771574959,1,106185.03790594057,33.0,1,2,1
6646.288549859565,0,89907.25014790325,37.0,0,3,1
18163.55361154912,1,92672.26046443213,36.0,1,4,0
7523.269095910771,0,139556.90156166352,27.0,1,1,1
19935.977067387066,1,108362.46122504077,39.0,1,1,1
14372.602163706528,1,108760.48450749795,36.0,1,2,1
6752.399964600906,0,66850.18697053292,29.0,0,3,0
4445.705655149727,0,49467.684406525295,47.0,1,5,0
7393.603097060102,1,47582.482408843985,25.0,1,2,0
7465.868367678511,1,96323.9528662955,35.0,0,2,0
6796.163369074686,0,19550.765447610254,22.0,1,2,0
6922.536840415398,1,34420.613923428675,23.0,1,2,0
6300.811975585332,0,40879.05699851833,27.0,0,3,1
1.0,0,58465.33600392598,18.0,1,1,1
1.0,1,17752.4884882102,37.0,1,4,0
1287.5020975120015,0,124164.26073247031,40.0,0,1,1
5057.887091240562,0,89329.54990915181,51.0,1,2,0
22829.37432117503,1,178490.59669409008,45.0,1,4,0
18168.834413940414,1,112544.86650071414,26.0,1,4,0
25458.46211111449,1,110767.6081764172,23.0,1,3,1
12082.162636957397,1,203890.42894513303,25.0,1,1,1
5954.393556964379,0,49737.823386124335,41.0,1,2,0
1925.0313584191483,0,31203.039857304204,44.0,0,3,0
1.0,1,58913.24999163016,24.0,1,1,1
1898.8795711633347,1,43805.0318889983,21.0,1,2,0
8315.377363747473,0,58196.31522836247,29.0,1,5,0
1034.2283292724424,0,39139.61893171856,26.0,0,1,0
11647.113528092284,1,87898.67711967758,23.0,1,1,1
1602.4607544939968,0,85518.79238919551,55.0,1,2,1
